parcel_id,owner_name,class_code,lot_size_acres,land_value,building_value,total_value,year_built,building_style,building_grade,living_area_sqft,total_rooms,bedrooms,full_baths,half_baths,heating_type,heating_fuel,ac_type,roof_material,exterior_walls,stories,zoning,last_sale_price,last_sale_date,condition_percent
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-149,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2024-01-01 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
108-2-148,BRADY SULLIVAN PROSPECT HILL,102V,0.0,14000,0,14000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2011-03-02 00:00:00,
